"INSTRUCTIONID"|"ENTRYDATE"|"FILESTATUS"|"TOTAL_NUMBER_OF_PAYMENTS"|"PAYMENTSCOMPLETED"|"PAYMENTSREJECTED"|"PAYMENTSPENDING"|"FILEPROCESSINGSERVER"|"FILEHASH"|"FIELDHASH"|"DESCRIPTION"|"OPTIMIZEDSTORAGE"|"ISDATACOMPUTATION"|"TRANSPORTTYPE"|"TRANSPORTNAME"|"TRANSPORTINFO"|"INPUTREFERENCECODE"|"INSTRUCTIONTYPE"|"PARTYCODE"|"SERVICECODE"|"DEPARTMENTCODE"|"OFFICECODE"|"BRANCHCODE"|"UNSTRUCTUREDINFO"|"FILEMETADATA"|"ORIGINSTRID"|"RELATEDINSTRUCTIONID"|"RELATIONSHIP"|"ENCRYPTEDINSTRUCTIONID"|"SOURCEREFERENCECODE"|"INSTRUCTIONFORMAT"|"ORIGINALINSTRUCTIONREFERENCEID"|"INSTRUCTIONFIELDLIST"|"ORIGINALINSTRUCTIONKEY"|"MESSAGEORIGIN"|"CONTROLSUM"|"BATCHESRECEIVED"|"BATCHESCOMPLETED"|"BATCHESREJECTED"|"BATCHESPENDING"|"FILEMATCHINGSTATUS"|"INPUTHEADERSLIST"|"ORIGINAL_FINANCIAL_ENTITY_NAME"|"CREDIT_VALUE"|"DEBIT_VALUE"|"CYCLE"|"REGISTRO_DE_ENCABEZADO_ARCHIVO"|"REGISTRO_DE_CONTROL_DE_ARCHIVO"|"RJCTFLGFORSOFT"|"FILENAME"|"UPLOADEDBY"|"VALUEDEBITSORIGINALFILE"|"VALUECREDITSORIGINALFILE"|"VALUEDEBITSDONOTREQUIREAUTH"|"VALUEAUTHORIZEDDEBITS"|"VALUEDEBITSPROCESSED"|"VALUEDEBITSREQUIREAUTH"|"VALUECREDITSREQUIREAUTH"|"VALUECREDITSDONOTREQUIREAUTH"|"VALUEAUTHORIZEDCREDITS"|"VALUECREDITSPROCESSED"
"106618"|06-JUL-22 03.44.14.107000000 PM|"COMPLETED"|1180|1180|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001066.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001066.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:44:14.105"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANCOOPCENTRAL_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANCOOPCENTRAL_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANCOOPCENTRAL"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"03d02904-f4bc-4ca8-bc79-6e365f39e808"|""||1009|1009|||""|(BLOB)|"COOPCENTRAL"|2627263229.66|27562645|"20220705-1"|(BLOB)|(BLOB)||"0001066.001.1.env"|"vgaviria@achcolombia.com.co"|"27562645.0"|"2627263229.66"|27562645|0|27562645|0|0|2627263229.66|0|2627263229.66
"106619"|06-JUL-22 03.45.01.193000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"El archivo debe estar SIN CIFRAR para realizar el cargue"|1|""|"UPLOAD"|"0001637.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001637.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:45:01.191"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""kdelgadillo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANIRIS_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANIRIS_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANIRIS"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"2746eee9-16dd-4cdb-b473-b397a92586a0"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001637.001.1.env"|""|""|""||||||||
"106620"|06-JUL-22 03.45.59.504000000 PM|"COMPLETED"|64|64|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001069.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001069.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:45:59.501"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANSERFINANZA_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANSERFINANZA_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANSERFINANZA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"fa341489-13c8-4d42-9d1a-b6717ff600a8"|""||62|62|||""|(BLOB)|"SERFINANZA"|1454473882|0|"20220705-1"|(BLOB)|(BLOB)||"0001069.001.1.env"|"vgaviria@achcolombia.com.co"|"0.0"|"1454473882.0"|0|0|0|0|0|1454473882|0|1454473882
"106638"|06-JUL-22 03.46.31.608000000 PM|"COMPLETED"|4796|4794|2|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001023.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001023.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:46:31.603"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANOCCIDEN_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANOCCIDEN_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANOCCIDEN"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"45a84df5-a859-4424-be33-d18daf36cab9"|""||1900|1900|||""|(BLOB)|"OCCIDENTE"|27047544301.39|2200000|"20220705-1"|(BLOB)|(BLOB)||"0001023.001.1.env"|"svalle@achcolombia.com.co"|"2200000.0"|"27047544301.39"|2200000|0|2200000|0|0|27036544301.39|0|27036544301.39
"106639"|06-JUL-22 03.47.14.739000000 PM|"COMPLETED"|109|109|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001070.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001070.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:47:14.734"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANLULO_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANLULO_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANLULO"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"ab435389-a35e-4da3-9c31-5cd11a2cd5b7"|""||106|106|||""|(BLOB)|"LULO BANK"|152804337.41|0|"20220705-1"|(BLOB)|(BLOB)||"0001070.001.1.env"|"vgaviria@achcolombia.com.co"|"0.0"|"152804337.41"|0|0|0|0|0|152804337.41|0|152804337.41
"107081"|06-JUL-22 03.47.57.847000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"El archivo debe estar SIN CIFRAR para realizar el cargue"|1|""|"UPLOAD"|"0001031.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001031.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:47:57.844"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCOLD_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBANCOLD_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBANCOLD"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"ac055d70-b876-418d-abc7-b78a1a3d07ce"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001031.001.1.env"|""|""|""||||||||
"107083"|06-JUL-22 03.49.50.486000000 PM|"COMPLETED"|19001|19001|0|1|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001032.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001032.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:49:50.484"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANCAJASO_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANCAJASO_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANCAJASO"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"f83b64aa-7294-4b31-a34f-e5d862ed183b"|""||12398|12398|||""|(BLOB)|"CAJA SOCIAL BCSC"|37475670414.32|31950443|"20220705-1"|(BLOB)|(BLOB)||"0001032.001.1.env"|"svalle@achcolombia.com.co"|"31950443.0"|"37475670414.32"|31950443|0|31950443|0|2000000000|35475670414.32|2000000000|37475670414.32
"106640"|06-JUL-22 03.50.10.078000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"El archivo debe estar SIN CIFRAR para realizar el cargue"|1|""|"UPLOAD"|"0001804.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001804.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:50:10.073"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""kdelgadillo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANUALA_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANUALA_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANUALA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"ef81ba8a-2ef0-45ba-abca-b9334b7e3bb0"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001804.001.1.env"|""|""|""||||||||
"107221"|06-JUL-22 03.50.14.600000000 PM|"COMPLETED"|1547|1547|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001032.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001032.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:50:14.595"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANCAJASO_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANCAJASO_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANCAJASO"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"fbf2e2aa-130e-4d51-a59b-0d59326b23ed"|""||1448|1448|||""|(BLOB)|"CAJA SOCIAL BCSC"|2285901996.5|0|"20220705-1"|(BLOB)|(BLOB)||"0001032.002.1.env"|"svalle@achcolombia.com.co"|"0.0"|"2285901996.5"|0|0|0|0|0|2285901996.5|0|2285901996.5
"106635"|06-JUL-22 03.43.40.134000000 PM|"COMPLETED"|769|769|0|0|"c5ee1e95d496"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001065.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001065.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:43:40.128"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANSANTANDER_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANSANTANDER_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANSANTANDER"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"2f0ff613-a2b2-4606-acf9-bfdcbc74aaea"|""||16|16|||""|(BLOB)|"SANTANDER"|2679665841.02|0|"20220705-1"|(BLOB)|(BLOB)||"0001065.001.1.env"|"vgaviria@achcolombia.com.co"|"0.0"|"2679665841.02"|0|0|0|0|0|2679665841.02|0|2679665841.02
"107082"|06-JUL-22 03.49.30.530000000 PM|"COMPLETED"|3979|3979|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001801.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001801.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:49:30.528"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""kdelgadillo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANMOVII_SETTLEMENT_NACHAM""
        }
    ]
}"|"BANMOVII_SETTLEMENT_NACHAM"|"Payment Instruction"|"BANMOVII"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"eeacc361-de9b-45bd-ba69-5bd392888788"|""||3979|3979|||""|(BLOB)|"MOVII"|819423205|0|"20220705-1"|(BLOB)|(BLOB)||"0001801.001.1.env"|"kdelgadillo@achcolombia.com.co"|"0.0"|"819423205.0"|0|0|0|0|0|819423205|0|819423205
"107085"|06-JUL-22 03.51.21.216000000 PM|"COMPLETED"|183|183|0|0|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001040.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001040.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:51:21.215"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCOA_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBANCOA_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBANCOA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"191b815d-4f24-4519-bc7a-f9d6081d4e11"|""||152|152|||""|(BLOB)|"BANCO AGRARIO"|848652691.07|0|"20220705-1"|(BLOB)|(BLOB)||"0001040.002.1.env"|"svalle@achcolombia.com.co"|"0.0"|"848652691.07"|0|0|0|0|0|848652691.07|0|848652691.07
"107087"|06-JUL-22 04.18.44.716000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"UPLOAD"|"0001007.005.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001007.005.1.env"",
    ""TransportArrivalTime"":""2022-07-06T16:18:44.714"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""kdelgadillo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCOLO_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBANCOLO_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBANCOLO"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"9515bbc4-f969-4253-9a75-8affca99a0c9"|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"107091"|06-JUL-22 09.25.15.092000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001002.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001002.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANPOPULAR"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001002"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"107230"|06-JUL-22 09.25.16.221000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001006.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001006.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANITAU"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001006"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"108261"|06-JUL-22 12.00.00.000000000 AM|"DELETED"|||||"ip-10-210-0-91.ec2.internal"|""|""|""||""|"USER"|""|""|""|"A favor de ACH Dev"|""|"BANREP_LIQ_XML"|""|""|""|""|(BLOB)|""|""|"0"|""|""|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)|0|""|""|""|""||||||||
"107092"|06-JUL-22 09.25.16.290000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001007.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001007.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANBANCOLO"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001007"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"107231"|06-JUL-22 09.25.17.410000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"FILE"|"0001009.032.1.xml"|"{
    ""TransportType"":""FILE"",
    ""TransportName"":""0001009.032.1.xml"",
    ""TransportCode"":""BULKLOAD_PSE_DIRECTVM"",
    ""AddtionalProperty"":[
        {
            ""key"":""InputReferenceCode"",
            ""value"":""CLEACH_SETTLEMENT_NACHAM_Tr""
        }
    ]
}"|"CLEACH_SETTLEMENT_NACHAM_Tr"|"Payment Instruction"|"BANCITIBAN"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|"00001009"|""|""|""|""|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
"107084"|06-JUL-22 03.51.03.007000000 PM|"COMPLETED"|1027|1027|0|1|"0196be213cfd"|""|""|"Status changed to COMPLETED"|1|""|"UPLOAD"|"0001040.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001040.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:51:03.004"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBANCOA_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBANCOA_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBANCOA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|"NACHA"|""|""|"3838fcf7-af0f-466c-8e7a-2a6192eb52b5"|""||910|910|||""|(BLOB)|"BANCO AGRARIO"|11208115933.13|0|"20220705-1"|(BLOB)|(BLOB)||"0001040.001.1.env"|"svalle@achcolombia.com.co"|"0.0"|"11208115933.13"|0|0|0|0|2774253303.7|8433862629.43|2774253303.7|11208115933.13
"107223"|06-JUL-22 03.52.45.352000000 PM|"REJECTED"|0|0|0|0|"c5ee1e95d496"|""|""|"El archivo debe estar SIN CIFRAR para realizar el cargue"|1|""|"UPLOAD"|"0001051.001.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001051.001.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:52:45.347"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANDAVIVIE_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANDAVIVIE_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANDAVIVIE"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"5439959a-3d97-4ebb-b5cb-0de808b623bc"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001051.001.1.env"|""|""|""||||||||
"107086"|06-JUL-22 03.53.13.773000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"El archivo debe estar SIN CIFRAR para realizar el cargue"|1|""|"UPLOAD"|"0001051.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001051.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T15:53:13.771"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""svalle@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANDAVIVIE_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANDAVIVIE_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANDAVIVIE"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"ea197c11-0bd7-4928-b728-a3174e8d28b4"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001051.002.1.env"|""|""|""||||||||
"107088"|06-JUL-22 04.25.44.862000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"D27:La línea tiene Caracteres Especiales en el encabezado de lote o en la transacción.(línea: 86764)|"|1|""|"UPLOAD"|"0001013.003.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001013.003.1.env"",
    ""TransportArrivalTime"":""2022-07-06T16:25:44.861"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""lcamargo@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANBBVA_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANBBVA_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANBBVA"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"fbdb3755-f8b6-4bba-9040-2e4de08195d9"|""||||||""|(BLOB)|""|||"20220705-1"|(BLOB)|(BLOB)||"0001013.003.1.env"|""|""|""||||||||
"107089"|06-JUL-22 05.06.39.038000000 PM|"REJECTED"|0|0|0|0|"0196be213cfd"|""|""|"¡Cierre de ciclo en proceso! \n \n Por favor, cargue sus archivos en el siguiente ciclo."|1|""|"UPLOAD"|"0001001.002.1.env"|"{
    ""TransportType"":""UPLOAD"",
    ""TransportName"":""0001001.002.1.env"",
    ""TransportArrivalTime"":""2022-07-06T17:06:39.037"",
    ""AddtionalProperty"":[
        {
            ""key"":""UserID"",
            ""value"":""vgaviria@achcolombia.com.co""
        },
        {
            ""key"":""Source-Indicator"",
            ""value"":""volpay-ui""
        },
        {
            ""key"":""InputReferenceCode"",
            ""value"":""BANPOPULAR_SETTLEMENT_NACHAM_UI""
        }
    ]
}"|"BANPOPULAR_SETTLEMENT_NACHAM_UI"|"Payment Instruction"|"BANPOPULAR"|"SETTLEMENT"|"VOLPAYDEPT"|"GLBLOFF"|"COLBR"|""|(BLOB)|""|""|""|""|""|""|""|""|"7548be72-6eb0-4f7d-9f0a-f335fa23ba79"|""||||||""|(BLOB)|""|||""|(BLOB)|(BLOB)||""|""|""|""||||||||
